management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,competition2004,year,sic,lb_employindex,pppgdp,,              storage  display     value
3.555556,3.4,3.2,3.666667,5.393628,,10,Managers,,0,0,56,5,Canada,,2007,367,4,1298.79,,
3.055556,3.6,3.2,2.333333,8.006368,,6,Private Equity,,0,0,25,5,Canada,,2008,333,4,1298.79,,
3.944444,4.2,4,3.5,5.521461,,3,Private Equity,France,1,0,30,10,Canada,,2008,331,4,1298.79,,
2.611111,3,2.6,2.166667,7.600903,,2,"Family owned, external CEO",US,1,0,10,1,Canada,,2008,267,4,1298.79,,
2.833333,3.2,2.6,2.833333,4.828314,,,Founder,,0,0,0,3,Canada,,2008,356,4,1298.79,,
4.111111,4.2,3.8,4,6.309918,,10,Founder,,0,0,38,5,Canada,,2008,242,4,1298.79,,
4.111111,4.6,4.4,3.666667,4.60517,,5,Dispersed Shareholders,,0,0,100,40,Canada,,2008,242,4,1298.79,,
4,4.4,4,3.833333,6.55108,,1,Dispersed Shareholders,,0,0,21,10,Canada,,2009,271,4,1298.79,,
3.666667,4.2,3.6,3.333333,5.857933,,10,"Family owned, external CEO",US,1,0,83,40,Canada,,2008,308,4,1298.79,,
3.666667,3.4,4,3.666667,5.298317,,4,Private Individuals,,0,0,33,2,Canada,,2008,262,4,1298.79,,
2.611111,2.8,2.2,3,5.010635,,10,Founder,,0,0,100,60,Canada,,2008,357,4,1298.79,,
2.5,2.8,3,2.166667,7.600903,,4,"Family owned, external CEO",Canada,0,1,32,5,Canada,,2008,201,4,1298.79,,
3.722222,4.2,4,3,5.298317,,3,Founder,Canada,0,1,10,10,Canada,,2007,265,4,1298.79,,
4.388889,4.4,4.6,4.5,5.298317,,8,Dispersed Shareholders,US,1,0,70,5,Canada,,2007,242,4,1298.79,,
2.777778,2.8,3,2.833333,5.703783,,8,Private Individuals,US,1,0,57,5,Canada,,2008,267,4,1298.79,,
3.388889,3.6,3.4,3,4.762174,,10,Founder,,0,0,40,50,Canada,,2007,205,4,1298.79,,
3.666667,3.8,3.6,3.5,5.616771,,7,Private Equity,,0,0,20,1,Canada,,2008,361,4,1298.79,,
3.277778,3.6,3.4,2.833333,4.60517,,2,Other,Germany,1,0,83,10,Canada,,2008,371,4,1298.79,,
2.470588,2.8,2.8,1.8,4.70048,,10,Private Individuals,Canada,0,1,100,0,Canada,,2008,367,4,1298.79,,
4.5,5,4.4,4.166667,4.787492,,6,Dispersed Shareholders,US,1,0,50,3,Canada,,2008,369,4,1298.79,,
2.888889,3,3.4,3,5.298317,,10,Other,,0,0,0,0,Canada,,2008,209,4,1298.79,,
3.055556,3.4,2.6,3.166667,7.824046,,3,Private Individuals,Canada,0,1,23,,Canada,,2007,205,4,1298.79,,
3.666667,3.8,3.6,3.666667,6.495265,,,Dispersed Shareholders,US,1,0,75,35,Canada,,2008,382,4,1298.79,,
2.611111,2.6,2.2,2.833333,5.220356,,0,Founder,,0,0,0,,Canada,,2008,323,4,1298.79,,
3.722222,3.4,3,4.5,6.39693,,0,Dispersed Shareholders,,0,0,0,0,Canada,,2007,273,4,1298.79,,
3.882353,4,3.8,3.4,5.521461,,6,Other,Austria,1,0,50,15,Canada,,2007,399,4,1298.79,,
2.277778,2.4,2.4,2.5,5.298317,,10,"Family owned, family CEO",,0,0,0,0,Canada,,2008,252,4,1298.79,,
2.555556,3.2,2.6,2.166667,4.60517,,5,Dispersed Shareholders,US,1,0,18,1,Canada,,2008,267,4,1298.79,,
2.666667,3.6,3.2,1.5,4.941642,,4,Dispersed Shareholders,Canada,0,1,25,4,Canada,,2008,275,4,1298.79,,
2.5,3,2.2,2.833333,4.60517,,,Dispersed Shareholders,,0,0,57,10,Canada,,2008,275,4,1298.79,,
4.333333,4.6,4.8,3.5,6.309918,,6,Dispersed Shareholders,Brazil,1,0,100,3,Canada,,2006,331,4,1298.79,,
2,2.6,1.5,2.166667,5.703783,,10,Private Equity,,0,0,75,10,Canada,,2007,209,4,1298.79,,
3.555556,4,4,3.166667,4.70048,,,Dispersed Shareholders,US,1,0,100,70,Canada,,2008,263,4,1298.79,,
2.722222,3.4,2,2.833333,5.521461,,10,Dispersed Shareholders,Canada,0,1,10,0,Canada,,2008,242,4,1298.79,,
2.444444,2.8,2.4,2.666667,5.135798,,4,Private Individuals,,0,0,43,0,Canada,,2008,369,4,1298.79,,
2.666667,3,2.4,3.166667,5.010635,,6,Private Individuals,,0,0,0,8,Canada,,2008,243,4,1298.79,,
2.611111,2.4,2.4,2.666667,4.787492,,4,Private Individuals,Sweden,1,0,75,21,Canada,,2007,356,4,1298.79,,
4,4,4.4,3.666667,8.517193,,3,"Family owned, external CEO",Canada,0,1,50,10,Canada,,2006,372,4,1298.79,,
4.055555,4.8,3.4,3.833333,6.802395,,3,Private Equity,Canada,0,1,75,10,Canada,,2007,284,4,1298.79,,
3.5,3.8,2.8,3.666667,4.70048,,,Dispersed Shareholders,Canada,0,1,20,2,Canada,,2008,207,4,1298.79,,
2.777778,3.2,2.8,2.333333,4.744932,,,Private Individuals,US,1,0,80,5,Canada,,2008,222,4,1298.79,,
3.888889,4.6,3.6,3.166667,5.010635,,7,Dispersed Shareholders,US,1,0,50,11,Canada,,2006,364,4,1298.79,,
2.764706,3.4,2.2,2.4,8.006368,,10,Dispersed Shareholders,US,1,0,29,4,Canada,,2008,243,4,1298.79,,
2.444444,2.8,3,2.166667,7.600903,,5,Dispersed Shareholders,,0,0,17,0,Canada,,2008,242,4,1298.79,,
2.722222,2.6,3,2.666667,6.476973,,6,Private Equity,US,1,0,57,16,Canada,,2008,348,4,1298.79,,
2.611111,3.4,3,2.166667,4.787492,,,Dispersed Shareholders,US,1,0,50,7,Canada,,2006,353,4,1298.79,,
3.388889,4.2,3,2.833333,6.35437,,5,Other,US,1,0,60,0,Canada,,2006,335,4,1298.79,,
3.666667,3.8,3.6,3.5,7.090077,,7,"Family owned, external CEO",Canada,0,1,80,10,Canada,,2007,249,4,1298.79,,
2.222222,3.2,1.8,1.666667,5.634789,,10,"Family owned, external CEO",Canada,0,1,0,5,Canada,,2007,349,4,1298.79,,
4.5,4.4,4.8,4.333333,7.279319,,5,Dispersed Shareholders,US,1,0,50,8,Canada,,2008,261,4,1298.79,,
3.055556,3.6,3,2.666667,6.907755,,6,Private Individuals,Canada,0,1,3,1,Canada,,2008,354,4,1298.79,,
3.055556,3.4,3.4,3.166667,8.294049,,10,Dispersed Shareholders,,0,0,86,27,Canada,,2008,362,4,1298.79,,
4.333333,4.6,4,4.166667,4.787492,,5,Dispersed Shareholders,Germany,1,0,8,15,Canada,,2008,384,4,1298.79,,
3.166667,3.6,3.2,2.833333,5.135798,,10,Other,Canada,0,1,10,2,Canada,,2008,242,4,1298.79,,
3.222222,3.6,3,3,6.907755,,4,Dispersed Shareholders,US,1,0,50,3,Canada,,2008,262,4,1298.79,,
2.833333,2.4,2.6,3.666667,4.905275,,9,"Family owned, family CEO",,0,0,0,2,Canada,,2008,243,4,1298.79,,
3.555556,3.8,3.4,3.666667,5.298317,,8,Private Individuals,Canada,0,1,80,5,Canada,,2007,346,4,1298.79,,
3.647059,3.6,4.2,3.2,8.411833,,6,Dispersed Shareholders,,0,0,50,0,Canada,,2007,267,4,1298.79,,
4.166667,4.8,3.8,3.666667,5.010635,,10,Dispersed Shareholders,Denmark,1,0,88,20,Canada,,2008,329,4,1298.79,,
2.666667,3.8,2.4,1.666667,5.298317,,1,Dispersed Shareholders,India,1,0,100,0,Canada,,2007,228,4,1298.79,,
4.222222,4.4,4,4.166667,5.560682,,3,Founder,Canada,0,1,71,20,Canada,,2008,308,4,1298.79,,
3.705882,4.4,3.2,3.2,5.991465,,6,Dispersed Shareholders,Japan,1,0,100,80,Canada,,2008,386,4,1298.79,,
3.555556,4,3.2,3.333333,6.684612,,3,Private Individuals,Canada,0,1,50,4,Canada,,2008,271,4,1298.79,,
3.388889,3.8,2.4,3.5,7.003066,,10,Private Equity,Canada,0,1,80,,Canada,,2008,367,4,1298.79,,
3.222222,4,3.4,2.333333,8.36637,,10,Dispersed Shareholders,US,1,0,60,5,Canada,,2008,347,4,1298.79,,
2.833333,3.2,3,2.166667,4.941642,,4,Private Individuals,,0,0,17,0,Canada,,2008,232,4,1298.79,,
3.333333,3.2,3.6,3.5,6.802395,,2,Private Individuals,,0,0,50,8,Canada,,2008,373,4,1298.79,,
3.333333,3.6,3,3.333333,7.313221,,3,"Family owned, family CEO",,0,0,0,0,Canada,,2008,205,4,1298.79,,
2.388889,2,2,2.666667,5.298317,,10,Private Individuals,Canada,0,1,71,2,Canada,,2008,243,4,1298.79,,
4.111111,4.4,4.6,3.5,7.783224,,3,Private Individuals,Canada,0,1,70,10,Canada,,2007,329,4,1298.79,,
2.333333,2.4,2.4,2.5,5.273,,4,Private Individuals,Germany,1,0,17,4,Canada,,2008,327,4,1298.79,,
2.5,2.4,2.8,2.833333,5.135798,,10,Private Individuals,,0,0,50,10,Canada,,2007,305,4,1298.79,,
3,2.8,3.6,2.4,4.70048,,6,Private Individuals,,0,0,,5,Canada,,2008,346,4,1298.79,,
2.833333,3.2,2.6,2.5,5.135798,,10,Founder,,0,0,0,1,Canada,,2008,242,4,1298.79,,
3.555556,3.8,3.6,3.333333,5.298317,,2,Dispersed Shareholders,Canada,0,1,66,5,Canada,,2007,265,4,1298.79,,
2.944444,3.6,2.2,2.666667,5.298317,,5,Private Individuals,US,1,0,47,0,Canada,,2008,243,4,1298.79,,
2.666667,3.4,1.8,2.333333,7.313221,,,Private Individuals,,0,0,25,0,Canada,,2008,205,4,1298.79,,
4.111111,4,3.6,4.5,5.991465,,3,Private Equity,,0,0,12,0,Canada,,2008,327,4,1298.79,,
2.941176,3.4,2.6,3.2,5.164786,,,Private Individuals,US,1,0,25,0,Canada,,2008,209,4,1298.79,,
2.555556,2.6,2.2,2.666667,4.787492,,10,Founder,,0,0,0,0,Canada,,2008,232,4,1298.79,,
2.166667,3,1.4,2.5,5.416101,,10,Founder,Canada,0,1,33,5,Canada,,2008,271,4,1298.79,,
3.611111,3.8,3.4,3.833333,4.60517,,10,Dispersed Shareholders,US,1,0,100,4,Canada,,2008,208,4,1298.79,,
3.777778,3.6,4,4,6.214608,,10,"Family owned, family CEO",,0,0,20,1,Canada,,2008,249,4,1298.79,,
3.611111,4.2,3.6,3,5.703783,,2,Dispersed Shareholders,Switzerland,1,0,100,2,Canada,,2008,202,4,1298.79,,
3.055556,3.8,2.8,2.833333,7.467942,,10,Private Individuals,Canada,0,1,36,3,Canada,,1999,262,4,1298.79,,
2.888889,3.2,2.6,2.666667,5.521461,,,Dispersed Shareholders,,0,0,60,50,Canada,,2009,291,4,1298.79,,
3.888889,4.2,3.8,3.5,4.787492,1,7,Dispersed Shareholders,Brazil,1,0,100,20,Chile,,2009,344,18,243.142,,
4.166667,4.6,4.2,3.833333,6.39693,5,10,Dispersed Shareholders,,0,0,100,15,Chile,,2009,333,18,243.142,,
2.333333,2.8,2.2,2,5.521461,100,10,Founder,,0,0,100,1,Chile,,,209,18,243.142,,
2.555556,2.8,2.2,2.833333,4.787492,50,4,"Family owned, family CEO",,0,0,100,10,Chile,,,371,18,243.142,,
2.166667,2.4,2,2.5,4.787492,40,4,"Family owned, family CEO",,0,0,100,50,Chile,,,371,18,243.142,,
2.055556,2.2,2.2,2.166667,4.867535,90,10,Founder,,0,0,0,0,Chile,,,203,18,243.142,,
3.055556,3.6,2.8,2.833333,5.634789,60,4,Dispersed Shareholders,Sweden,1,0,100,15,Chile,,,242,18,243.142,,
2.055556,2.4,1.8,1.833333,5.010635,0,10,Dispersed Shareholders,,0,0,100,3,Chile,,,201,18,243.142,,
2.166667,2.2,2.2,2.5,5.298317,0,2,Private Individuals,,0,0,0,4,Chile,,,205,18,243.142,,
3.277778,4,3.2,2.666667,5.010635,25,3,Dispersed Shareholders,,0,0,100,23,Chile,,,371,18,243.142,,
3.166667,3.6,3.2,2.833333,5.521461,0,10,"Family owned, family CEO",,0,0,100,6,Chile,,,999,18,243.142,,
1.944444,2.6,1.2,1.833333,5.393628,30,3,"Family owned, external CEO",,0,0,100,2,Chile,,,221,18,243.142,,
2.611111,3,2.4,2.5,5.393628,95,2,Dispersed Shareholders,,0,0,100,8,Chile,,,203,18,243.142,,
1.833333,2.4,1.4,2,5.370638,40,10,Private Individuals,,0,0,67,5,Chile,,,244,18,243.142,,
2.944444,3.8,2.6,2.666667,5.298317,0,10,"Family owned, family CEO",,0,0,62,3,Chile,,,242,18,243.142,,
2,2.4,1.8,1.666667,5.010635,15,10,"Family owned, family CEO",,0,0,33,4,Chile,,,339,18,243.142,,
2.277778,2.4,2,2.166667,5.857933,0,10,Dispersed Shareholders,,0,0,100,2,Chile,,,209,18,243.142,,
2.722222,3.2,2.6,2.5,4.70048,0,3,Dispersed Shareholders,,0,0,75,2,Chile,,,341,18,243.142,,
2.5,3,2,2.333333,4.70048,0,3,Private Individuals,,0,0,75,2,Chile,,,341,18,243.142,,
2.222222,2,3,2.166667,4.60517,90,10,"Family owned, family CEO",,0,0,,2,Chile,,,203,18,243.142,,
2.277778,2.6,1.8,2.833333,4.867535,1,5,"Family owned, family CEO",,0,0,100,10,Chile,,,284,18,243.142,,
1.888889,2,1.6,1.666667,5.105946,,5,Founder,,0,0,70,6,Chile,,,205,18,243.142,,
2.833333,3.2,3.2,2,7.528332,,8,Private Individuals,Chile,0,1,100,5,Chile,,,202,18,243.142,,
3.111111,3,3.4,2.833333,4.65396,0,10,Dispersed Shareholders,,0,0,100,15,Chile,,,331,18,243.142,,
3.5,4,3.6,3,5.480639,85,10,Founder,,0,0,100,25,Chile,,,208,18,243.142,,
2.722222,3.6,2.2,2.333333,7.377759,4,10,Private Individuals,,0,0,100,,Chile,,,201,18,243.142,,
2.833333,3.2,2.6,2.833333,7.377759,5,3,Private Individuals,,0,0,100,1,Chile,,,201,18,243.142,,
1.944444,2.6,1.8,1.833333,5.799093,100,10,Dispersed Shareholders,,0,0,100,1,Chile,,,209,18,243.142,,
2.722222,3.2,2.4,2.5,5.634789,15,10,Founder,,0,0,33,40,Chile,,,251,18,243.142,,
2.833333,3.4,2.8,2.5,5.634789,15,10,Founder,,0,0,33,30,Chile,,,251,18,243.142,,
2.388889,2.4,2.6,2.166667,5.010635,90,6,Founder,,0,0,100,10,Chile,,,209,18,243.142,,
3.277778,4,3.2,2.833333,7.377759,0,5,Private Individuals,,0,0,100,10,Chile,,,361,18,243.142,,
2.777778,3,2.8,2.5,7.003066,40,10,Private Individuals,Netherlands,1,0,100,8,Chile,,,208,18,243.142,,
2.722222,2.6,2.6,2.833333,4.867535,0,9,Private Individuals,,0,0,100,25,Chile,,,354,18,243.142,,
2.5,2.4,2.8,2.5,5.298317,50,10,Private Individuals,,0,0,100,10,Chile,,,204,18,243.142,,
3.333333,4,3.2,3,5.857933,0,4,Private Individuals,Peru,1,0,100,15,Chile,,2000,324,18,243.142,,
2.722222,3.2,2.8,2.333333,7.600903,40,10,Dispersed Shareholders,,0,0,100,20,Chile,,2000,208,18,243.142,,
2.888889,2.8,3,2.833333,6.39693,30,10,Private Individuals,Chile,0,1,100,30,Chile,,2000,352,18,243.142,,
4.166667,4,4,4.5,6.920671,4,10,Dispersed Shareholders,UK,1,0,100,20,Chile,,2000,211,18,243.142,,
2.833333,3.2,2.8,2.333333,5.298317,,2,Dispersed Shareholders,US,1,0,100,30,Chile,,2000,336,18,243.142,,
3.555556,3.8,3.6,3.166667,5.298317,30,1,Dispersed Shareholders,US,1,0,100,10,Chile,,2000,336,18,243.142,,
3.944444,4.4,4,3.5,6.907755,5,3,Dispersed Shareholders,,0,0,100,5,Chile,,2000,322,18,243.142,,
2.944444,3.4,2.6,2.666667,7.07327,70,10,Private Individuals,Chile,0,1,80,6,Chile,,2009,209,18,243.142,,
2.722222,3,3,2.166667,7.090077,17,10,Dispersed Shareholders,Chile,0,1,100,10,Chile,,2000,363,18,243.142,,
3.055556,3.2,3,3,7.313221,30,5,Dispersed Shareholders,Chile,0,1,100,30,Chile,,2000,289,18,243.142,,
2.333333,2.2,3.4,1.5,7.003066,20,4,Dispersed Shareholders,Chile,0,1,100,20,Chile,,2000,289,18,243.142,,
3.166667,3.6,2.8,3.333333,5.739793,0,5,Private Individuals,,0,0,100,10,Chile,,2000,285,18,243.142,,
3.444444,3.8,3,3.5,4.941642,45,4,Dispersed Shareholders,Chile,0,1,100,40,Chile,,2009,208,18,243.142,,
3,3.6,3.2,2.166667,5.857933,75,1,Private Individuals,Chile,0,1,100,17,Chile,,2000,262,18,243.142,,
3.833333,4.2,3.8,3.666667,5.521461,0,1,Dispersed Shareholders,US,1,0,100,15,Chile,,2000,208,18,243.142,,
3.5,4,3.4,3,5.010635,0,3,Dispersed Shareholders,US,1,0,100,10,Chile,,2000,208,18,243.142,,
3.055556,3,3.6,2.666667,6.55108,99,3,Other,Chile,0,1,100,5,Chile,,2002,206,18,243.142,,
2.944444,3.2,2.6,3.166667,5.703783,40,5,"Family owned, family CEO",,0,0,100,5,Chile,,2002,249,18,243.142,,
3.555556,3.8,3.6,3.333333,6.565265,0,3,Other,,0,0,100,0,Chile,,2000,251,18,243.142,,
3.166667,3.8,2.8,3,6.565265,0,4,Other,,0,0,100,1,Chile,,2000,251,18,243.142,,
2.833333,2.8,3,2.833333,6.214608,99,4,Dispersed Shareholders,Chile,0,1,100,25,Chile,,2009,203,18,243.142,,
3.388889,3.8,3.4,3,7.20786,35,3,Private Individuals,,0,0,100,12,Chile,,2000,201,18,243.142,,
3,3.4,2.2,3,5.521461,60,10,Dispersed Shareholders,Chile,0,1,100,5,Chile,,2000,363,18,243.142,,
3.111111,3.8,3,2.666667,7.824046,0,3,Government,,0,0,100,25,Chile,,2009,291,18,243.142,,
3.388889,4,3.4,3,7.313221,30,2,Dispersed Shareholders,Switzerland,1,0,70,0,Chile,,2009,243,18,243.142,,
3.611111,4.2,3.8,3,7.313221,98,10,Dispersed Shareholders,Switzerland,1,0,100,4,Chile,,2009,243,18,243.142,,
3,3.6,2.6,2.666667,5.480639,25,5,Private Individuals,,0,0,100,1,Chile,,2009,349,18,243.142,,
2.666667,3.2,2.4,2.5,7.495542,100,7,Private Individuals,Chile,0,1,100,20,Chile,,2009,207,18,243.142,,
3.333333,4.2,3,2.833333,7.495542,0,7,Other,New Zealand,1,0,90,,Chile,,2009,202,18,243.142,,
3.388889,3.4,3.4,3.333333,6.214608,98,2,"Family owned, external CEO",,0,0,100,50,Chile,,2009,209,18,243.142,,
3.611111,3.8,3.6,3.166667,7.377759,30,4,Dispersed Shareholders,,0,0,100,1,Chile,,2009,327,18,243.142,,
3.222222,3.6,3.4,2.666667,7.377759,0,3,Dispersed Shareholders,,0,0,100,25,Chile,,2009,327,18,243.142,,
2.666667,3.4,2.8,2.166667,6.98379,100,3,Government,,0,0,100,20,Chile,,2009,209,18,243.142,,
2.722222,3,2.6,2.666667,7.003066,5,10,Dispersed Shareholders,,0,0,100,20,Chile,,2009,285,18,243.142,,
3.722222,4,4.2,3.166667,7.313221,100,10,Dispersed Shareholders,UK,1,0,100,15,Chile,,2009,329,18,243.142,,
2.222222,2,2.2,2.333333,5.560682,,10,Dispersed Shareholders,Germany,1,0,100,5,Chile,,2009,289,18,243.142,,
3.222222,3.4,3.4,3,8.006368,28,10,Government,,0,0,100,13,Chile,,2008,373,18,243.142,,
2.777778,3.2,3,2.333333,5.598422,15,4,Government,,0,0,100,25,Chile,,2008,373,18,243.142,,
2.888889,3.2,3,2.5,8.216088,5,5,Government,,0,0,100,6,Chile,,2008,373,18,243.142,,
3.722222,4.6,3.6,2.833333,5.991465,100,2,Dispersed Shareholders,France,1,0,100,0,Chile,,2009,371,18,243.142,,
2.5,3.2,1.6,2.666667,4.867535,90,10,Founder,,0,0,100,5,Chile,,2009,308,18,243.142,,
3.055556,3.6,2.6,2.833333,5.010635,30,5,Other,France,1,0,66,30,Chile,,2009,359,18,243.142,,
4.166667,4.6,3.8,4.166667,6.278522,1,1,Dispersed Shareholders,Brazil,1,0,100,25,Chile,,2008,331,18,243.142,,
4.166667,4.6,3.8,4,6.278522,0,1,Dispersed Shareholders,Brazil,1,0,100,30,Chile,,2008,331,18,243.142,,
2.611111,3,2.2,2.5,6.684612,5,10,"Family owned, family CEO",,0,0,100,5,Chile,,2008,314,18,243.142,,
2.944444,3.6,2.2,2.833333,6.684612,9,10,"Family owned, family CEO",,0,0,100,2,Chile,,2008,314,18,243.142,,
1.611111,1.8,1,2.166667,4.60517,0,2,"Family owned, family CEO",,0,0,100,0,Chile,,2009,333,18,243.142,,
2.666667,3.4,2,2.5,5.768321,10,7,Dispersed Shareholders,Chile,0,1,100,3,Chile,,2009,356,18,243.142,,
3.388889,4,3.2,3,5.347107,3,3,Dispersed Shareholders,Japan,1,0,100,25,Chile,,2009,289,18,243.142,,
2.388889,2.4,2.4,2.333333,6.620073,20,10,Dispersed Shareholders,Chile,0,1,100,10,Chile,,2009,225,18,243.142,,
3,3.8,2.8,2.833333,6.907755,6,10,"Family owned, family CEO",Chile,0,1,100,35,Chile,,2009,399,18,243.142,,
3.666667,4.2,3.6,3.166667,5.393628,50,10,Other,Belgium,1,0,100,5,Chile,,2009,331,18,243.142,,
2.611111,2.6,2,2.833333,5.010635,1,8,"Family owned, family CEO",,0,0,100,10,Chile,,2006,331,18,243.142,,
2.777778,3,2.6,2.5,5.010635,0,1,"Family owned, family CEO",,0,0,75,0,Chile,,2006,331,18,243.142,,
2.611111,2.8,2.6,2.333333,5.192957,0,10,Dispersed Shareholders,Chile,0,1,100,5,Chile,,2008,204,18,243.142,,
2.888889,3.4,2.8,2.5,5.192957,0,10,Dispersed Shareholders,Chile,0,1,92,6,Chile,,2008,204,18,243.142,,
2.277778,2.8,2,2,5.298317,5,4,Founder,,0,0,100,20,Chile,,2009,284,18,243.142,,
2.944444,3,3,3,6.109248,0,1,"Family owned, family CEO",,0,0,80,10,Chile,,2009,325,18,243.142,,
3.5,3.6,3.6,3.5,5.857933,80,3,Other,Germany,1,0,100,20,Chile,,2009,284,18,243.142,,
3.611111,4.2,3.4,3.666667,4.787492,18,2,"Family owned, family CEO",,0,0,100,10,Chile,,2009,322,18,243.142,,
4,4.2,4.4,3.333333,6.109248,70,4,Dispersed Shareholders,US,1,0,100,30,Chile,,2009,371,18,243.142,,
3.388889,3.8,3.4,3,5.298317,25,5,"Family owned, external CEO",Switzerland,1,0,100,15,Chile,,2009,289,18,243.142,,
1.611111,1.8,1.6,1.666667,4.70048,,7,Dispersed Shareholders,US,1,0,3,30,Chile,,2009,281,18,243.142,,
3,3,3,3.166667,5.521461,15,1,Other,,0,0,100,10,Chile,,2008,208,18,243.142,,
2.833333,2.8,2.6,3,5.521461,10,1,Other,,0,0,100,27,Chile,,2008,208,18,243.142,,
2.666667,2.4,3.2,2.333333,4.787492,0,10,Private Individuals,,0,0,80,10,Chile,,2009,285,18,243.142,,
2.722222,2.8,2.6,2.833333,4.787492,0,5,Private Individuals,,0,0,85,10,Chile,,2009,285,18,243.142,,
2.888889,3.4,2.8,2.5,5.598422,100,4,Dispersed Shareholders,,0,0,100,2,Chile,,2004,249,18,243.142,,
3.111111,4,3.2,2.5,7.427739,80,10,Dispersed Shareholders,Canada,1,0,100,20,Chile,,2009,336,18,243.142,,
2.611111,2.8,3,2,5.69036,60,2,"Family owned, family CEO",Chile,0,1,90,10,Chile,,2005,358,18,243.142,,
2.888889,2.8,2.8,3.166667,6.214608,70,5,"Family owned, family CEO",Chile,0,1,100,50,Chile,,2009,399,18,243.142,,
2.333333,2.8,2.2,2.5,5.105946,1,1,"Family owned, family CEO",,0,0,50,0,Chile,,2006,355,18,243.142,,
2.333333,2.6,2.2,2.666667,5.105946,0,4,"Family owned, family CEO",,0,0,100,12,Chile,,2006,355,18,243.142,,
3.277778,3.4,3.2,3.166667,8.006368,5,3,Founder,,0,0,100,1,Chile,,2008,201,18,243.142,,
2.055556,1.6,2,2,5.886104,,5,Private Individuals,,0,0,100,25,Chile,,2009,361,18,243.142,,
3.166667,3.6,3,3,7.090077,2,1,"Family owned, external CEO",,0,0,78,30,Chile,,2008,201,18,243.142,,
3.333333,3.8,3.4,3.166667,6.421622,0,10,Private Individuals,Netherlands,1,0,100,25,Chile,,2008,201,18,243.142,,
4.333333,4.4,4.2,4.333333,8.294049,1,1,Private Individuals,Netherlands,1,0,92,45,Chile,,2008,201,18,243.142,,
2.611111,2.8,2.8,2.5,8.294049,,1,"Family owned, family CEO",,0,0,100,5,Chile,,2008,201,18,243.142,,
2.833333,3.4,3.2,2.166667,6.421622,0,10,"Family owned, family CEO",,0,0,70,,Chile,,2008,201,18,243.142,,
2.222222,2.2,2.2,2.166667,6.109248,5,10,Private Individuals,,0,0,100,0,Chile,,2009,344,18,243.142,,
1.833333,1.8,1.6,2.333333,6.109248,5,10,Private Individuals,,0,0,100,0,Chile,,2009,344,18,243.142,,
2.833333,2.8,2.8,2.833333,5.857933,0,10,"Family owned, external CEO",,0,0,95,8,Chile,,2009,355,18,243.142,,
2.666667,3.4,2.2,2.333333,5.857933,,4,"Family owned, external CEO",,0,0,100,33,Chile,,2009,355,18,243.142,,
2.5,2.2,2.2,3,5.857933,,10,"Family owned, external CEO",,0,0,95,20,Chile,,2009,355,18,243.142,,
3.222222,4,3.4,2.5,4.744932,0,0,Private Individuals,Netherlands,1,0,100,10,Chile,,2009,308,18,243.142,,
2.888889,3,3,2.833333,5.298317,10,10,Dispersed Shareholders,Belgium,1,0,100,10,Chile,,2007,308,18,243.142,,
2.944444,3,3,2.666667,5.298317,15,10,Dispersed Shareholders,Belgium,1,0,100,4,Chile,,2007,308,18,243.142,,
3.166667,3.4,3,3.166667,5.117994,30,10,Founder,,0,0,100,10,Chile,,2008,349,18,243.142,,
1.944444,1.8,1.8,2,4.787492,6,5,"Family owned, external CEO",,0,0,80,1,Chile,,2007,331,18,243.142,,
2.611111,3,2.2,2.5,5.31812,80,5,Founder,,0,0,100,2,Chile,,2009,203,18,243.142,,
2.5,3.2,2.2,2.166667,6.109248,0,4,"Family owned, family CEO",,0,0,20,5,Chile,,2008,201,18,243.142,,
2,2.2,1.8,2.333333,4.60517,10,4,"Family owned, external CEO",,0,0,100,10,Chile,,2008,225,18,243.142,,
2.5,2.6,2.2,2.666667,6.272877,0,7,Private Individuals,,0,0,66,3,Chile,,2009,285,18,243.142,,
2.277778,2.6,2,2.166667,6.272877,0,8,"Family owned, family CEO",,0,0,70,5,Chile,,2009,285,18,243.142,,
3.277778,3.4,3.4,3.166667,5.010635,10,10,"Family owned, family CEO",,0,0,67,5,Chile,,2009,308,18,243.142,,
3.444444,3.4,3.4,3.666667,6.063785,20,10,Private Individuals,,0,0,80,10,Chile,,2009,308,18,243.142,,
1.944444,2.2,2,2,5.135798,23,5,Founder,,0,0,10,0,Chile,,2009,371,18,243.142,,
2,2.4,1.6,1.833333,5.480639,10,5,Founder,,0,0,0,2,Chile,,2008,308,18,243.142,,
2,2,2,1.833333,5.480639,10,10,Founder,,0,0,30,10,Chile,,2008,308,18,243.142,,
3.555556,3.8,3.8,3,6.39693,20,2,Dispersed Shareholders,Sweden,1,0,100,10,Chile,,2009,262,18,243.142,,
3.5,4,3.4,3,6.39693,30,2,Dispersed Shareholders,Sweden,1,0,100,10,Chile,,2009,262,18,243.142,,
3.666667,4.4,3.6,3,8.34284,0,5,Dispersed Shareholders,Switzerland,1,0,100,4,Chile,,2008,202,18,243.142,,
3.611111,4.2,3.6,3,8.34284,5,5,Dispersed Shareholders,Switzerland,1,0,100,13,Chile,,2008,202,18,243.142,,
3.944444,4.4,4.2,3.5,8.34284,70,5,Dispersed Shareholders,Switzerland,1,0,100,14,Chile,,2008,202,18,243.142,,
